,username,biography,userid,mediacount,followers,followees,is_verified
1631,rosenberg_tina,,3544315658,615,110,258,False
1632,ridebikesaustin,Support @austinyellowbike @DowntownAustin @RestartLSRD @PeasePark - Ride with  @CriticalMassAustin. Tip @TheUndergroundAtx,47561785005,1134,3036,1028,False
1633,jeannette_vaught,The Keyes Company  Jeannetterealtor@gmail.com    954.682.2526,1096254912,9,323,382,False
1634,ed_rendell,"📍Somerset
👨‍👩‍👦Ernie & Laura
⚽️🟢⚪️YTFC",7186940394,141,223,262,False
1635,mattmackowiak,Conservative. Communicator. Problem solver. Potomac Strategy Group pres. Save Austin Now co-founder. Travis County GOP chairman. Horns/Steelers fan.,25229518,2858,1669,2078,False
1636,johnshimkus1974,🐘💨⚡️🌓. 97524 🦅 👁  10-14-74 gas before electric. twitter for daily posts.#demoncatcapitol,2096614919,320,638,649,False
1637,johnhutsonart,"Potter, Painter, Folk Artist. Based in Nocona Texas. Formerly of Taos",1621106792,584,583,434,False
1638,harryreidactor,"Actor and Writer ... and a bit of a cockney
REP @keddiescottassociatesltd",1555190935,586,81736,934,True
1639,senatorboxer,United States Senator from California,554053812,25,11525,47,True
1640,funnyordie,We love to make you laugh,201669099,8730,1405381,1425,True
1641,philipperuffin,,6929122297,1283,635,697,False
1642,darylglenn,,2234737097,202,584,844,False
1643,reptommarino,Proud to represent the people of the 12th Congressional District of #Pennsylvania - #GOP Chairman of #RegReform Committee,1395145806,187,636,213,True
1644,sharon_day_life_archivist,Archiving life on Planet Earth. Screenwriter. Author/blogger.,2584881880,9449,1213,977,False
1645,antoniosabatojr,Actor / Douglas Elliman Real Estate/ Pro Racecar driver / Florida 🇺🇸🇮🇹,45658227,284,207970,184,True
1646,markozgeist,"https://www.markgeist.com husband to @krystal.geist, Co-Author of 13hours, Handler of Rone_swp, Founder of ShadowWarriorsProject.org.",3138173430,370,38763,1304,False
1647,cernovich,,1267714131,1270,84005,1633,True
1648,zephyrteachout,,3047361547,153,11341,346,False
1649,frankguinta,,1292588056,0,107,24,False
1650,drewbrees,Official Drew Brees Instagram,559235194,1548,1750690,148,True
1651,chaimwaldman_,"🎤🎸
(845)262-8163
New Release 👇",59637111248,13,567,133,False
1652,momsrising,A movement of 1M+ people rising for all families to thrive. All content from MomsRising Together 501c4 social welfare org unless otherwise stated.,105007566,2701,25388,1163,False
1653,bill_mitchell_,All I see is Jesus and Claire,290288254,3,276,106,False
1654,vanjones68,"DAD • @CNN • @dream.corps • @magiclabsmedia • @REFORM • CREATOR 
🎙Listen to my @amazonmusic podcast #UncommonGround",287748475,1565,1053705,2489,True
1655,iamwill.johnson,"• The Content House 🏡🛸
🎤 Booking? Email (admin@thecontenthouse.net) 
• Choir Rehearsal With Friends 🙌🏾 •⬇️⬇️⬇️",41444241019,987,178151,4555,False
1656,mike_rawlings,"Connecticut, USA📍  //  
Director🎥Photographer📸Editor ✂
YouTube⬇️:",22720309,270,8323,2311,False
1657,gunpolicy,FPC & FPC Law are YOUR warriors fighting for individual liberty & freedom. #1A #2A #4A #5A #14A & more.,692348685,7727,442272,6079,True
1658,thereal_charlesramsey,"""Kicking in doors to new opportunities"" #campaignlife American hero motivational speaker for booking & media inquiries charlesramseybookings@gmail.com",435889364,298,3130,3054,False
1659,commissionerrodneyellis,"Harris County Commissioner, Precinct 1 @hcpct1",1417629509,1395,3527,247,True
1660,repalangrayson,,603930339,43,1375,1,True
1661,aclu_nc,Protecting the civil rights and liberties of all North Carolinians.,5623454706,843,10580,330,False
1662,dailymail,#seriouslypopular,1407740121,9659,1603158,1363,True
1663,reissbonnie,"People have asked to see the jewelry I’ve been making so my daughter recommended I post them here. If anyone is interested, feel free to reach out.",9410296076,42,89,77,False
1664,americans4responsibletech,Mission: Educate the public about wireless radiation health and environmental risks; Promote the safe and responsible use of technology.,10122189328,241,2306,69,False
1665,azhousedems,Moving Arizona Forward.,2544394692,1086,2761,683,False
1666,robertalange_,,639564174,58,947,967,False
1667,stephenathome,,5506325022,209,706330,32,True
1668,dmiliband,President & CEO of the International Rescue Committee @RESCUEorg. Personal account.,61455371026,1,106,1,False
1669,jonathanjarvis,"Brag, brag, brag. Trust me with your money.",692793,271,886,793,False
1670,ryanfrazr,"Father of two boys 🎉
Husband😘
Nature lover🌲🌴🌻🗻🌌🌊",388325696,218,205,583,False
1671,clayaiken,"Big proponent of equal opportunity for EVERYONE. Big opponent of hypocrisy! Father, singer, actor, and proud 10th generation North Carolinian!",1955904847,296,162733,3109,True
1672,davidbeckham,Freedom to Dream,186904952,1762,85856982,617,True
1673,katiemcgintyforpa,Mom. Wife. Proud Democrat. Candidate for U.S. Senate.,3444887350,31,2107,31,False
1674,larryyarborough,@lor.king was here (follow me),1442883111,3,48,50,False
1675,catherinehanaway,Wife and mother to two wonderful children. First Woman Speaker of the House. Former US Attorney for Eastern Missouri. Candidate for Governor.,2161126213,137,446,444,False
1676,thetommccarthy,"#1 High Stakes Performance Coach
Forbes Knowledge Innovation Center Expert
Book/Podcast-The Breakthrough Code
Founder-Global Energy Healing Summit",1209230954,285,131261,129,True
1677,repbeatty,Serving Ohio’s 3rd District. Chair Emerita of @congressionalblackcaucus. Proud Ohioan. #OH03,554027718,836,30591,7227,True
1678,stacywhitephoto,"Obsessed with the Tetons, moose, abandoned barns and my Peloton 😊",7553348960,521,4046,1951,False
1679,peopleforbernie,tag us from unlocked accounts for regrams,1995681651,11938,313832,430,False
1680,carlosforflorida,"Father of two, husband, 19th Lt. Governor of Florida. #flapol #sayfie",2132665715,118,442,142,False
1681,patty_judge,Some things take time,597286396,150,191,504,False
1682,repreneeellmers,Rep. Renee Ellmers is currently serving her third term representing the second district of North Carolina in the U.S. House.,349876283,407,1954,599,True
1683,sharonangle,Prof. Sharon #professor #english #brasil🇧🇷 #teacher,865201402,163,140,495,False
1684,jonkeyser,Jon Keyser,13948008,624,1313,1331,False
1685,senkellyayotte,,406680240,147,2967,68,True
1686,realwendydavis,"Film & TV actress, “Love Is_”, “Army Wives”,  and a bunch of other stuff. The Dream is free. The hustle is sold separately.￼ 😁",27636292,222,21206,1634,True
1687,vickimartin_,"Arquitecta - UNLP
Ciro🐣💕",1453510256,576,1285,1210,False
1688,drpanmd,"@drpanformayor Pediatrician, Sr Policy Advisor at @aapidata & former CA State Senator representing Sacramento.",1472125483,68,2296,179,False
1689,jobforphilly,Public servant. Husband. Father. Lifelong Philadelphian. Democratic Candidate for City Council At-Large. Itz clean streets. Itz safe neighborhoods.,57316332113,37,493,72,False
1690,toddwilcox96,,145483469,35,811,451,False
1691,randy_forbes,"Chesapeake, VA born and raised. Proudly representing Virginia's Fourth Congressional District in the U.S. House of Reps.",1984820517,23,1010,57,True
1692,william.devereaux,,5673063846,30,65,40,False
1693,danielgrace__,"💜
“The energy of the mind is your gift” - Ky
@graceworldofficial
@the1society_ 
@causeyoumattercommunity",29873741,50,26512,72,False
1694,shilling.jennifer,,4790056947,40,250,643,False
1695,usainbolt,"""Anything is possible I don't think limits""",52217160,2319,13622089,445,True
1696,jeff.weaver,,1613946103,29,136,202,False
1697,denvervoice,A monthly newspaper that provides entrepreneurial opportunities to people who are experiencing homelessness or poverty.,244190864,461,1553,418,False
1698,secpritzker,Official Instagram account for former Secretary of Commerce Penny Pritzker (2014-2017). This is an inactive archive.,986360620,295,5561,46,False
1699,chriswallace4,"TWENTIETH CENTURY MAN; The Wild Life of Peter Beard — July 4, 2023 on Ecco",4568417,1976,10534,3858,True
1700,wiscjobsnow,,289087635,86,247,24,False
1701,minkakelly,Author of NYT Bestseller TELL ME EVERYTHING.,5381426,1395,1052978,2030,True
1702,jacklewz,"nineteen 
RHUL | London",58808063967,16,1442,2097,False
1703,buchanan__,"Living each day as if it were my last 
📍Arlington, Virginia",1654899555,45,3034,861,False
1704,christophersgro,,1833417924,177,1032,1336,False
1705,senatorlocke,#freedomfighterwomanist,1493713786,73,979,367,False
1706,365_solar_energy,"• Follow to Learn about Solar Energy & get the latest Solar News
•We help PA, NC & SC homeowners Go Solar for $0 out of pocket. 🌳♻️🌎🌞 (833)-365-7657",14960434658,745,23092,7077,False
1707,craven_bill,,6848385205,1,213,179,False
1708,frucool,"Father, Environmentalist, climate activist, writer ‘Only Planet’, poet ‘Small Dreams of a Seahorse’ co-host ‘The Great Humbling’ & @jandthef podcasts",218277985,1206,1489,1193,False
1709,vernonkeenan,,39059108,7,6,23,False
1710,officialdufsundheim,"Duf Sundheim is a successful small business owner, mediator, political activist, and your candidate for the United States senate.",1609674808,51,213,26,False
1711,romanreigns,"The Tribal Chief. 
The Head of the Table.
Undisputed @WWE Universal Champion",9992749155,313,7672242,199,True
1712,thismichaeloneill,"~@bound_film2022 Producer ~Dad 
~Husband
~Jazz Lover
~Actor 
~Ocean Swimmer",8620930826,508,6577,497,True
1713,ge0rge_clo0ney,"For all George's fans, best George's photos",1505047521,170,45581,5,False
1714,enterprise,For destinations in life and around the 🌎. Use #Enterprise to share where you’re headed.,6524939798,299,32486,190,True
1715,mricegram,"Sports Journalist🎙✍🏿
Educator 👨🏾‍🏫 & Coach🎽 
@tennstateu👨🏾‍🎓💙🐯
@paac_kappas♦️👨🏾
@africanaathlete 💻/🗣
Sports 📻 Service 🎧 
AP 📻 🎤 
Hoopfeed.com ⛹🏾‍♀️
♐️",37719772,652,669,2548,False
1716,johnkasich,"Husband, dad and former Governor of Ohio.",548499078,918,37904,96,True
1717,kirby_j,"✨TIKTOK: kirby_j 
YouTube: kirby & Luke diaries 
💌: kirby@project15.co",17525722,994,406108,586,True
1718,newdayusa,NewDay USA has built a business focused on understanding veteran families throughout their journey as homeowners.NMLS #1043 www.nmlsconsumeraccess.org,291522518,580,3194,89,True
1719,shawnocphoto,"Specializing in hospitality, architectural and editorial video and photography",1042749875,44,528,418,False
1720,reptrentfranks,Privileged to represent Arizona's Eighth Congressional District. 🇺🇸🌵,1924534361,61,1309,126,True
1721,bankimoon51,"This account is run by Ban Ki-moon, Former Secretary General of the United Nations. Get the latest information on the United Nations",360474305,92,3168,1585,False
1722,occupknowledge,Occupational Knowledge International is a nonprofit organization working in developing countries to improve public health and the environment.,28217161777,2,19,17,False
1723,tim_ziemer,,44916818945,0,80,330,False
1724,bobgoodlatte,Proud to have served the 6th District of Virginia #VA06 in the House of Representatives.,516383638,567,2881,179,True
1725,bgec_mialks,"School in Miami Lakes, Florida serving students in Grades Pre-K through Eighth Grade. We are a part of the Miami-Dade County Public Schools.",2117573550,4533,3220,135,False
1726,greatamericapac,,5736371298,0,26,0,False
1727,dannytarkanian,"Douglas County Commissioner, husband to @MrsT106, father of four, and author.",2198336229,305,1194,811,False
1728,unbreakablekimmy,"Instagram's #1 Kimmy Schmidt fanpage 😁
inquiries: DM or email 📧unbreakablekimmy1@gmail.com
season 1-4: NOW STREAMING! 🎉",1315896207,1063,20222,30,False
1729,kofiannan,"Official Account of the 7th @unitednations Secretary-General
2001 #NobelPeace Prize laureate
Founder @kofiannanfoundation 
Account run by staff",2318918548,179,75138,77,True
1730,therealjerryjones_,Never settle!! Only haters gonna say you CANT... HEALTH IS WEALTH 🤑😎✌🏿️ #happinessiskey🔑❤️,185362769,1101,3486,5718,False
1731,realleecamp,"Former host of ""Redacted Tonight"" / @leecamp - Twitter",4131345277,943,18692,178,False
1732,senator_stevesantarsiero,Proudly serving the 10th Senate District in Bucks County!,9498995649,2071,1662,149,True
1733,dougducey,"23rd Governor of Arizona
Chief Executive Officer
Citizens For Free Enterprise
@Citizens4FE",268743709,2789,29775,193,True
1734,actionaiduk,ActionAid works with women and girls living in poverty. Our dedicated local staff are changing the world with women and girls.,408907266,2375,22054,671,False
1735,lehitt,,27354121,48,276,673,False
1736,johnpagliarini,,1556409175,390,19,581,False
1737,jackrflanagan,Set Designer,29823522,2013,8421,1378,False
1738,ourcitysubscription,"Monthly subscription boxes 🎁 that introduce you to local made-in-Manitoba products essential to your everyday life 📫.
🎁 Monthly & One-Time Options",6361925469,329,994,313,False
1739,thejeffbridges,"Actor, Musician, Photographer, Painter, Sculptor, campaigner for No Kid Hungry and storyteller.",1661209925,168,514624,7,True
1740,azgov,,284748320,44,1771,2,False
1741,frankluntz,,1267891730,0,939,4,False
1742,mirasigner,,1433099887,1067,214,459,False
1743,honnyallday,@doll.haus.aesthetics,281273171,153,2229,1570,False
1744,jackgraham_1,JM ♥,226390539,124,27280,1312,True
1745,victoriadseaman,Las Vegas City Councilwoman ~ Fmr. NV Assemblywoman ~ Businesswoman ~ Realtor/Business Broker ~ Candidate for LV Mayor ~ #doglover #seamanformayor,3988230438,2686,2308,622,True
1746,marcus.low,"Food, cars, gunpla and my cat.
The lesser half of @boisuili
Visit @marlikitchenadventures for cooking adventures!",1600437709,310,219,1201,False
1747,johncwhitbeck,,1644686553,346,1097,582,False
1748,lgbtq,"🏳️‍🌈 Just like @lgbt but more #queer
✨ Follow @lgbt and @pride 
🌈 Run by @rainbowmediaco
🏳️‍⚧️ Trans rights are human rights
⠀
#lgbtq #lgbt #pride",10563281779,841,1329089,410,True
1749,yourchoicecolorado,We're saving Colorado by pouring out 3.2 one beer at a time. 42 states sell real beer or wine in grocery stores. It's time Colorado did too.,2286163794,18,17,38,False
1750,peterklein_official,TV | MUSIK | BOOKING | MANAGEMENT | engin@engin-eer.de  | @engineerartistmanagement,8032478657,163,163482,275,True
1751,rebeccabradley_,"🇧🇷🇨🇾🇮🇪
“For in him we live and move and have our being”
✨🌿🌺🦋☀️
@beaybl REBECCA10
@rfbvisuals_ 📸
doce de leite 
TIKTOK 200K",225026813,216,249845,1010,False
1752,timfinchem,,10448808525,0,4,8,False
1753,grovernorquist,"President, Americans for Tax Reform. Husband. Father of two young ladies.",1281604674,243,4901,257,True
1754,mattmccall,,12845072,252,181471,673,True
1755,rubberandink,"#YT: https://youtube.com/user/rubberandink
Los Angeles, California
Handmade Journals: vintage, contemporary",1086515563,261,569,1649,False
1756,alliecritchlow,,19560940,107,2339,494,False
1757,raulcp18,,3071729834,420,622,575,False
1758,joepitt_,"🏋🏼 @ancestral_nutrition JPFITNESS for 10% off
💊 @cellucor_anz | @nutritionsystems 
✖️WBFF PRO 💪🏼 Coaching Packages🏋🏼‍♂️",15727754,4414,68406,1220,True
1759,jennifer_horn,,46666848951,1,560,168,False
1760,repmikehonda,Former Congressman Mike Honda (D-CA17) | Silicon Valley (2001-2017),1243895733,274,2047,81,True
1761,repmattgaetz,Official Instagram for Congressman Matt Gaetz. Proud conservative and Northwest Floridian who is honored to serve the First District of Florida.,4415400106,2632,793607,179,True
1762,realroyzimmerman,Laughter and Encouragement for the Resistance,39666500386,15,880,45,False
1763,rendon62nd,"California Assembly Speaker Emeritus
Proud Southeast L.A. County resident - #AD62
⬇️  Events, Social Media Comment Policy & More",2928798298,1263,6063,484,True
1764,emmawatson,,1418652011,445,75078653,96,True
1765,culinary226,"Culinary Union represents 60,000 workers in #LasVegas who work in hotels/casinos on the Strip/Downtown.",217994036,5234,6287,107,True
1766,drjamesdobsonft,"Raising children is hard enough, but strong-willed kids can wear you out emotionally. This new 10-day email series can help you raise them wisely.",1543975466,3226,95244,292,False
1767,conservativesolutionspac,,2182775628,74,65,1,False
1768,keepthepromisepac,,1981669139,0,262,4,False
1769,rise4abortionrights,"Can't Stop, Won't Stop 'Til We Win:
LEGAL ABORTION ON DEMAND & WITHOUT APOLOGY NATIONWIDE!
Organize👇 wear #green4abortion",51095552061,1206,24069,1109,False
1770,mavadogully,,36367194,700,1136956,4567,True
1771,mcgintytim,From Cleveland Ohio,9193950908,520,530,706,False
1772,paigevanzant,"BEST HATERS IN THE WORLD ❤️
🔗🩵👇🏼- All my links",265799127,262,3270384,905,True
1773,nvdems,The NV Dems fight for progress in the Silver State.,1458396630,322,3590,154,True
1774,marina__dimitrijevic,"scientist 🌱🔬💊
University of Niš, Serbia",1431985795,43,730,629,False
1775,schriockstephanie,Proud Montanan and Democrat President of EMILYs List,1654707708,0,260,0,False
1776,blakerocap,,174262431,44,615,1069,False
1777,wisconsinwfp,,7074801341,5,183,12,False
1778,samirchachoua,,3962463983,0,125,227,False
1779,billmaher,Official Instagram of Bill Maher,442649687,955,796070,9,True
1780,toddnrichardson,"Richardson Realty Group #0761813
Richardson Mortgage-NMLS #2434580
RMLO NMLS #2434580
214-497-4495
richardsonrealtytx.com
richardsonmortgagetx.com",38163605,261,911,2702,False
1781,nhdemocraticparty,Official Instagram account of the New Hampshire Democratic Party,8432493553,279,2878,125,True
1782,_dianedouglas,#StopCommonCore in #AZ. Republican candidate for AZ Superintendent of Public Instruction; Peoria USD Governing Board '05-'12 & President '08-'09.,1388382550,59,62,54,False
1783,garrycobb,"Christian. 11-year NFL LB for Lions, Eagles & Cowboys. Married father of 3 and grandfather of 5.",327663260,155,1941,158,True
1784,antoniojosecapezza,"🇮🇹🇻🇪🇸🇪#MaterialEngineer USB. 
A Doctor of the Swedish Kingdom  🇸🇪
Founder of SaniSOLE 🔆♻️
Follow science at @thecelluffice 👨‍🔬👩‍🔬",29300847,1082,4058,4230,False
1785,repstickland,"Christian, Husband, Father, Conservative. Recovering politician. #onward",3908598916,0,1752,122,False
1786,bccelebration,"Big Cypress Anniversary Celebration!
Celebrating the importance of preserving integrity, culture, heritage and tradition.",7374092439,17,133,29,False
1787,danny_greenfield,"Barnsley FC Academy
️Twitter: Danny_G_01
Snapchat: danielcjg
""Football is God's gift to humanity""",333817057,247,257,275,False
1788,ajjacobsinc,"Bestselling author, TED talker, human guinea pig, overthanker, and your cousin. NEW #thepuzzlerbook about solving the hardest puzzles in the world.",436668015,107,2776,437,True
1789,lucyfloresnv,"Former this & that, #lawtina, co-founder @theluzmedia ✊🏽💃🏽💕Glass half full.",8125145,1131,7058,2917,True
1790,realjohnbrannon,Negative Approach•Easy Action•Laughing Hyenas•Static,1412063704,1409,31642,1777,False
1791,joesestak,"Former 3-star Admiral, Director for Defense Policy, Director of Navy's Anti-Terrorism Unit, and U.S. Congressman. Running for President. @JoeSestak",296777353,287,792,110,True
1792,jillhvogelva,"Valley native. Wife, mom, lawyer proudly representing Virginia's 27th Senate District.",18066016366,14,635,210,False
1793,adriangarciamusic,"🎤 Singer / Songwriter / Producer
🇲🇽 Mexico - 🏴󠁧󠁢󠁥󠁮󠁧󠁿 London
🎶 stream 📲🎧 my album 💿 ‘12’:👇🏽",185398660,2421,14869,5292,True
1794,repshankland,Rep. Katrina Shankland serves the 71st Assembly District in Portage County. Thanks for your interest in state government! Please reach out any time.,6368433563,573,1174,54,True
1795,asuprescrow,"Professor and 16th President of ASU. Knowledge enterprise architect, author, and science & tech scholar advancing excellence, access & social impact.",239133198,856,8107,207,False
1796,johnfetterman,"Dad, husband to @gfett, and Senator for the Commonwealth of Pennsylvania. 🇺🇸",2192829191,2437,196908,626,True
1797,bob,"Dj Wontee Will 
💍 @tiffjanelle_ Dj Soda_Vibe
check out my Patreon ⤵️",24025320,389,810637,189,True
1798,repjacksonlee,Official Page of Congresswoman Sheila Jackson Lee proudly representing the 18th Congressional District of Texas. Follow me on Twitter @JacksonLeeTX18,1412800852,1487,38126,1818,True
1799,thomasgarrettrealtor,"Real Estate Agent in the DFW
Let me help you sell your home!”
https://linktr.ee/thomasgarrett",44853220994,45,88,63,False
1800,jackreedfoundation,"‘#dignity through life changing transformation’ Creating opportunities, personal growth,hope,life
🌎Gubbi Gubbi land",4349889754,399,1863,4655,False
1801,paulaustintx,"Native Austinite & Community Advocate, Political Junkie, SaldañaPR, Cultural Arts, Sports, Mexican Food & Chicano Soul",46848918,4170,2337,4147,False
1802,johnecortes,"CIVIL Engineering 👷‍♂️
No soy perfecto, pero soy feliz 
Gimnasio 💪—Model—Mtb 🚴
✈️ 🌎🇨🇴🇵🇦
📍Santa Marta 
Riohacha - La Guajira 🌵",479657562,390,11775,7472,False
1803,martinomalley,Katie O’Malley fan. Author. Former Governor of Maryland and Mayor of Baltimore.,499153887,249,13011,178,True
1804,ejlri,Non-profit organization led by Rhode Island residents that focuses on social justice issues through an environmental lends to improve where we live,1753176394,8,109,50,False
1805,jeff_judson,🇮🇳🇸🇦🇨🇦,1273771679,55,939,1377,False
1806,rodgerdat100,"Pro| Olympian| indoor Track & Field Silver Medalist 2010, 4x1 •13,17, 2019 Pan Am gold 100m 4x1 Doha gold|Father| @officialloudsports @wifimanagement",179081737,2041,101113,7075,True
1807,tarinakeene,Executive Director of @reprorisingva | Activist | Progressive | 🍷 | Veg | Beach Lover | AT Hiker | Raising a feminist | I love purplecarrot.com !,8539410780,18,558,626,False
1808,sweetserdavid,,2186202583,116,76,64,False
1809,stevelandes,"Singer/musician/actor. Co-creator, Original Broadway / West End cast, RAIN: A Tribute To The Beatles, as John Lennon.
Los Angeles, CA",461881704,1000,1093,951,False
1810,_marco_mattiello_,"| Civil Engineer 👷 
| Quality, Health, Safety and Environment Engineer 🛠️ 
| Entrepreneur | Co-Founder @uanmspritzeria 🍹 
| Trading Online 💻",366312990,92,11983,2565,False
1811,kraustx,kraus / @viewnocountry,3652425489,5,3941,1273,False
1812,citybikesmiami,"#citybikesmiami #citybikesfamily  
• Trek 
• Cervelo 
• Pinarello 
• Cannondale
• Felt
• Santa Cruz 
• BMC
• Colnago
• Bianchi,Willier,Look",497527387,1178,68122,2003,False
1813,stephenmhayes,,17502475,466,3689,363,False
1814,public_service_announcement,"Wise words from famous people
#PSA
#bringbackdunkaroos",2021399856,78,36,11,False
1815,repandrecarson,"Official account for Congressman André Carson of Indiana's 7th District in Indianapolis, IN.",1257263803,926,24774,191,True
1816,teambodyright,"Personal Trainer 
Meal plans/ Meals Prep
Podcast @wwtalkinbout 
Videography @_mikeshotit_51",391279277,4117,19656,1776,False
1817,bryanhughes_,Hughes Auto Detailing & Metal Polishing    👻: bryanhughes67,259083430,1372,10017,7426,False
1818,davesimpson1986,"John Frusciante obsessed Youtuber, guitarist and Guitar Looney in General. :)
A very happy @orangeamplifiers Ambassador and @chapmanguitars Artist. :)",362890007,2844,21040,757,False
1819,charlottenashofficial,"Miss Elite GB 20/21🇬🇧
Miss Photogenic 👩🏼 
Work @officialcharliee 
Wolvies Cheerleader 🤸🏼‍♂️🏆
Jet Setter✈️ ✨",307567608,468,12497,987,False
1820,joebiden,"Husband to @DrBiden, proud father and grandfather. Ready to build back better for all Americans. Official account is @POTUS.",5511100943,2353,17256071,107,True
1821,kevinrichardrussell_offiziell,Musiker // Autor,59240943417,36,25006,2,False
1822,heathermooretv,,2326791032,263,3235,494,True
1823,fultonhealth,"Health Information for the people of Fulton County, Georgia.",34490019636,948,3665,54,False
1824,annette_taddeo,Ready to get it done | Fmr FL State Senator | Small Biz Owner | Jewish Latina | Proud Mom of Sofia,321743398,3251,7049,1224,True
1825,jeffmorales1272,"🌍Manizales-Caldas-Colombia🗻
🤓Marvel Fan🌐
😁Only Good Vibes🤙🏻
💃Hip-Hop Dancer✌
😎Pokemon Gamer👻
👽Anime Fan👊
✈Travel 🎈 Dreams 😇 Smiles👈
👇THIS IS MY LIFE👇",1240048514,1045,1541,6964,False
1826,arsalan_iftikhar_,,47589064759,39,66,235,False
1827,pauldoughtyphotography,"📍Charleston, SC 
Follower of Jesus |  Husband |  Daddy | Photographer
@choonaclothing",30163198,750,2057,1026,False
1828,n_cavuto,"MAHS '19
BLACKLIVESMATTER",3034232108,20,1469,5456,False
1829,marion.hammer,"🌌visual poetry
🌏 Germany, Nuremberg.",4056577166,181,1080,966,False
1830,ben.j.rhodes,,47696908033,81,7579,235,True
1831,megynkelly,"Journalist and Host of the @megynkellyshow Download, subscribe & like it!",23443689080,348,520095,93,True
1832,kiplingerfinance,"Welcome to Kiplinger, your destination for trusted personal finance advice for all stages of life. You've got money questions; we've got you covered.",44190232604,201,8853,11,False
1833,richardpaglia,,37019267411,0,7,0,False
1834,bobbyjindal,"Husband, Dad and 55th Governor of the great state of Louisiana.",462659776,450,8632,0,True
1835,ezekiel.e.sunday,"I'm fitness trainer and bodybuilding specialist, also am a competitive bodybuilder",5972042533,1020,805,743,False
1836,timechols,"Utility Commissioner, State of Georgia. Father of 7. Wife of One. Triple Dawg. Follower of Jesus Christ.",1291082884,1151,1748,2937,False
1837,supe_alejo,"Chair, Monterey County Board of Supervisors✊🏽, Attorney⚖️ , former State Assemblymember🇺🇸 & former Mayor of Watsonville🍓 #LovingSalinas🥬",4628337338,10634,3169,1859,False
1838,gvljournal,"Local news & views — with, for & about our community // twitter: @gvljournal",2252765927,2899,18616,1568,False
1839,trevornoah,Comedian from South Africa. I was in the crowd when Rafiki held Simba over the edge of the cliff like an African Michael Jackson. #TrevorNoah,31115504,35,8664401,828,True
1840,don_francis_original,"👑„König von Lloret de Mar“ Entertainer
🎤Sänger
📺 TV-Gesicht
✍️ Buchautor 
Booking:   booking@remmidemmi.de     Management: kontakt@mediencampus.online",255292130,988,26013,961,False
1841,repdavidcicilline,"🏛RI-1
🇺🇸House Dem Leadership
🏳️‍🌈Equality Caucus CoChair
🗽Progressive Caucus Vice Chair
⚖️Judiciary Cmte Antitrust Sr Dem
🌎Foreign Affairs Cmte",559055182,1274,16825,6375,True
1842,jonvoight,Academy Award winning actor,58119438206,2,38066,2,True
1843,repcleaver,"Emanuel Cleaver, II is now serving his sixth term representing Missouri’s Fifth Congressional District, the home district of President Harry Truman.",459839663,291,4609,171,True
1844,christina_danou,"❣️Dance Teacher💃  Choreographer💃  Αthens!🇬🇷
Worry less, smile more.Don't regret, just learn and grow!!🦂",19862400791,49,1550,1492,False
1845,eltonjohn,"🚀 The Rocket Man 
🕶️ @eltonjohneyewear 
🤗 @ejaf",1604340024,1751,4757993,274,True
1846,stevencostantino,"SoCal🤙🏼CO
Endless Summer",22170590,209,403,220,False
1847,americanpetroleum,We are the problem-solvers who tackle the world’s greatest energy challenges.,425945262,361,19356,328,True
1848,jameswebb_nasa,"News & Photographs of JWST
Launched on Dec. 25, 2021
All credits to NASA, ESA & CSA-ASC",46399404568,141,458212,46,False
1849,lincchafee,,1350318644,46,1019,20,True
1850,lynnwestmorelandga,"Grandfather, father, husband. Former U.S Representative. Twitter: @Westmoreland_GA",2027062112,111,6887,276,True
1851,bee_moorhead,,12624528556,0,49,9,False
1852,johnstemberger,“What we do in life echoes in eternity” Crazy ab Roller Skating and finding the best food in any city in Florida. Friend to all animals of the forest.,1454847310,862,1379,1551,False
1853,nickkristof,"Oregon author, journalist and farmer; NY Times columnist; cider and wine producer at @KristofFarms — and hiker, when I get a chance",254184013,956,125592,476,True
1854,jeremybird1998,,1956426251,121,383,824,False
1855,repgerryconnolly,Congressman for Northern Virginia’s #VA11 | President Emeritus of the @NATO Parliamentary Assembly.,1289146644,284,4458,325,True
1856,johndepetro,Aka Juan. Media content creator- radio host  /John DePetro Show Facebook Live stream: : https://www.facebook.com/JohnDePetroshow?mibextid=LQQJ4d,244440551,1636,4566,240,False
1857,orahouston20,"Grupo Católico criado em 2005, para atender à comunidade da língua portuguesa em Houston TX. Sejam bem vindos a unir-se na fé, oração e na caridade !",34702840453,117,175,42,False
1858,jasoninthehouse,"Fox News Contributor. Author: They Never Let A Crisis Go To Waste, Power Grab, The Deep State. Fmr Chairman, Oversight & Gov't Reform U.S. House",217804604,1666,167160,188,True
1859,espn,🏆@sportscenter 🏉@espnnfl 🏀@nbaonespn 👊@espnmma 🥊@espnringside ⚽️ @espnfc 💪@espnw 🍿@collegegameday 🏈@espncfb 📈@sportscenternext 💰@espnbet 🏎️ @espnf1,1320207,45549,26526666,484,True
1860,thejaynixon,"📚 The Overweight Mind ~ Author
🏋🏽 Gym Owner ~ Thrive Fitness Studio
⭐️ Thrive Forever Fit F.L.E.X.
🎤 Podcast Host
💊 Supplement Company Owner",1322504553,5143,1839,61,False
1861,butchconway,,210294872,37,111,325,False
